,Loan_Date,Date_of_Birth,Region,Ask_Date,Monthly_Income,Mortgage_Leverage,Maturity,Interest_Rate,Monthly_Payment,Principal,Initial_Financing,House_Price,Left_to_Live,Sex,Has_a_car,Bank,Age,Education,CSP,Education_num,Marital_Status,Cell_Number,Credit_Score,Credit_Class
2735,2014-03-08,1964-12-09,Ile-de-France,2014-03-05,1987.4576372889378,0.23067290985788041,17,0.002098069376617913,458.45263641270714,91868.22858200515,0.1591455311229344,109255.8010718457,1481.981916786015,Male,nan,Crédit Agricole,49,"CAP, BEP ou équivalent",Anciens employés,4,Married,0663225031,-2.17460651776927,0
2736,2015-03-05,1969-08-18,Nouvelle-Aquitaine,2014-07-18,1913.6803418034178,0.2640577177913548,15,0.0015314267428084899,0.0,89915.53753696725,0.0,84965.9218222289,1160.0340326827825,Female,nan,Crédit Agricole,45,Brevet des collèges,"Professeurs des écoles, instituteurs et assimilés",3,Married,0638128171,-4.244766399105771,0
2737,2014-11-27,1969-08-25,Ile-de-France,2014-08-03,8952.139838923173,0.30218399347550506,30,0.001788540589171828,2705.193366676969,948134.8468178031,0.07005871632209326,1019564.2063205765,4295.274092237508,Female,nan,HSBC,45,"Baccalauréat, brevet professionnel ou équivalent",Anciens employés,2,Not Married,0673458826,23.85557091820317,0
2738,2013-10-18,1986-09-29,Provence-Alpes-Cote Azure,2013-07-11,2246.1082322073335,0.14169151021218648,10,0.0021110897100891264,318.2544675214815,37786.95092326776,0.1698861010183481,45520.20026363029,2192.771814601442,Male,nan,BNP Paribas,27,"Baccalauréat, brevet professionnel ou équivalent",Employés civils et agents de service de la fonction publique,2,Married,0615680545,29.026496501941963,0
2739,2018-10-21,1966-02-28,Auvergne-Rhone-Alpes,2018-07-14,1107.318503063142,0.15128100017655072,20,0.0023740954554970907,167.51625065739307,39260.558301244004,0.01954618225155691,40043.250982900616,895.952774826424,Female,nan,Société Générale,52,"CAP, BEP ou équivalent",Commerçants et assimilés,4,Not Married,0634305278,34.911131172647444,0
2740,2018-06-27,1969-07-17,Normandie,2017-11-16,2008.0212852128523,0.38629022696271964,22,0.0014766820166252773,775.6789980108447,201476.4573821469,0.11753841210705063,228311.87231980442,1138.8690337146372,Male,nan,HSBC,48,"CAP, BEP ou équivalent",Anciens ouvriers,4,Not Married,0668600826,22.95366601207047,0
2741,2011-09-26,1967-08-22,Occitanie,2011-03-01,1810.6364463644634,0.31043003533897845,20,0.0025088255653207734,562.0759360309627,131556.35608483374,0.045791207452193894,137869.57017401696,412.7686292348742,Male,nan,Crédit Agricole,44,Superieur à Bac+2,Chefs d'entreprise 10 salariés ou plus,5,Married,0632286250,-20.90007299600257,0
2742,2017-08-27,1963-10-17,Auvergne-Rhone-Alpes,2017-04-09,1974.506319339908,0.31196851296029615,30,0.0016600485193210774,615.9838002751787,216308.2712007375,0.032365419766686165,223543.3454110143,971.8318134720923,Male,nan,BNP Paribas,53,"Baccalauréat, brevet professionnel ou équivalent",Commerçants et assimilés,2,Not Married,0680357534,8.182794732352022,0
2743,2016-03-06,1968-02-10,Ile-de-France,2015-12-23,1258.345720490708,0.18591453422747936,18,0.002318577485368597,0.0,49487.44091160645,0.1430725981810287,57749.86399846837,602.1078898259977,Male,Yes,BNP Paribas,48,Superieur à Bac+2,Ouvriers non qualifiés de type industriel,5,Not Married,0634157232,7.086604149789622,0
2744,2011-10-05,1974-11-02,Provence-Alpes-Cote Azure,2011-05-25,3875.51525358783,0.17605476505000614,20,0.002271636234227951,682.3029274181204,160073.72813299825,0.3030237711971584,229668.84883283358,3255.901403126534,Male,nan,BNP Paribas,36,"CAP, BEP ou équivalent",Ouvriers qualifiés de type artisanal,4,Married,0603876230,16.40025541840732,0
2745,2014-07-28,1987-06-16,Provence-Alpes-Cote Azure,2014-07-13,4532.688740752439,0.25248515241996117,15,0.0023657723458856156,1144.4366075811215,202366.75527259347,0.018875587024492768,206260.0345035399,1603.741775388922,Male,nan,Société Générale,27,"Baccalauréat, brevet professionnel ou équivalent",Anciens employés,2,Not Married,0617733202,21.93575033315014,0
2746,2011-04-24,1991-03-31,Grand Est,2011-02-06,1481.5752357523572,0.39315089895362676,20,0.0010876212474307363,0.0,138280.14969212265,0.0,128748.31126741509,713.8550613789163,Male,nan,BNP Paribas,20,"Baccalauréat, brevet professionnel ou équivalent",Anciens ouvriers,2,Not Married,0665125367,41.931183611928816,1
2747,2018-09-30,1964-11-08,Auvergne-Rhone-Alpes,2018-07-29,2625.082690645408,0.2555029032785642,25,0.002122925780195023,670.7162488062067,195951.6671414604,0.13421489682869814,226328.29604448617,2033.895260867821,Male,nan,Credit Agricole,53,"CAP, BEP ou équivalent",Anciens ouvriers,4,Not Married,0648811346,35.607371063427536,0
2748,2012-10-21,1963-06-19,Ile-de-France,2012-07-14,3521.0045815037956,0.21769764889246515,30,0.002013251552217685,766.5144191329745,267755.4614024135,0.07435710248730609,289264.31793718983,1892.814331994362,Male,nan,Société Générale,49,"CAP, BEP ou équivalent",Commerçants et assimilés,4,Not Married,0685415882,15.933619465926625,0
2749,2017-09-20,1972-05-05,Ile-de-France,2017-07-15,5117.605871257828,0.25117055685925893,18,0.0026137117204836496,1285.3919164700417,271185.8929014722,0.09241441957831065,298799.25238066446,3345.675166114883,Male,nan,BNP Paribas,45,"Baccalauréat, brevet professionnel ou équivalent",Chauffeurs,2,Not Married,0680528627,34.66203352117671,0
2750,2018-05-24,1979-03-13,Grand Est,2018-03-23,1441.5510905109052,0.1427723255149474,20,0.002571810780881191,205.81360154085036,48141.38806870974,0.004682767218267991,48367.88360848857,1055.1152289611218,Male,nan,Crédit Agricole,39,"CAP, BEP ou équivalent",Anciennes professions intermédiaires,4,Married,0630137063,3.7813848538624484,0
2751,2013-04-28,1979-07-23,Ile-de-France,2013-02-03,2026.6467413731464,0.13721044667218746,30,0.0020613336400355582,278.0771046305426,97067.17447534754,0.092831004739098,107000.1013950339,860.6990731161707,Male,nan,HSBC,33,"Baccalauréat, brevet professionnel ou équivalent",Anciens ouvriers,2,Married,0602246801,-4.975579997894908,0
2752,2016-05-11,1974-06-07,Pays de la Loire,2016-05-03,1300.4642096420964,0.19452909109313682,17,0.0024346496036204424,252.97812070083154,50549.10420649597,0.05705810247518017,53607.867397964925,924.3983511213212,Male,nan,Société Générale,41,Bac+2,Anciens employés,1,Married,0682454134,2.0925323993270553,0
2753,2016-05-26,1981-08-23,Centre - Val de Loire,2015-10-21,1449.2162921629217,0.20793330639890306,22,0.002092315368009062,301.34033531659503,77744.03006413091,0.28109162886831673,108141.77882189446,1140.7545794795203,Male,No,BNP Paribas,34,Superieur à Bac+2,Chauffeurs,5,Not Married,0673812417,52.86507484050645,1
2754,2010-08-16,1982-11-19,Provence-Alpes-Cote Azure,2010-06-10,3116.9558926346012,0.37382897919741886,15,0.0018965008352519542,1165.2084395469724,206766.2453254602,0.10568842680760127,231201.57618823223,2737.4226172755793,Male,nan,HSBC,27,Bac+2,"Anciens cadres, professions intellectuelles supérieures",1,Not Married,0615447742,76.15033903545667,1
2755,2012-08-31,1984-10-31,Normandie,2012-06-10,1304.89823398234,0.1070565912079467,10,0.0032513558821822197,139.69795680341895,16491.961887270707,0.05369268685013662,17427.702035162158,453.1180313856738,Male,nan,Caisse d'Epargne,27,Aucun diplôme (ou CEP),Personnes diverses sans activité professionnelle de moins de 60 ans,0,Not Married,0660234822,12.65751127839966,0
2756,2017-04-20,1975-03-08,Ile-de-France,2017-01-18,1537.6195026783387,0.234499732675056,16,0.0022676851089046576,0.0,67982.51765483746,0.21549884871994318,86657.0017697381,726.4488183979201,Female,No,Société Générale,42,"CAP, BEP ou équivalent",Employés de commerce,4,Not Married,0647438878,14.308446059839483,0
2757,2010-08-08,1978-11-06,Ile-de-France,2010-04-23,4247.635565966822,0.3585184161379472,30,0.002950851658199916,1522.855575441638,524600.7144735004,0.10599295225830663,586797.0680976935,2548.6735709210952,Male,nan,HSBC,31,Bac+2,"Ouvriers qualifiés de la manutention, du magasinage et du transport",1,Not Married,0684570128,45.3611906774624,1
2758,2013-01-19,1986-05-05,Grand Est,2012-10-12,2334.1579265792657,0.3938387854110923,15,0.0019426454462001651,919.2819227616516,163070.10376214917,0.12653372650802752,186693.07414723877,983.7422797444873,Male,nan,Société Générale,26,"Baccalauréat, brevet professionnel ou équivalent",Chômeurs n'ayant jamais travaillé,2,Not Married,0642510865,31.03986632811599,0
2759,2011-05-20,1984-08-16,Grand Est,2010-11-22,2543.358968589686,0.2771329970424783,15,0.0019688217274509237,704.8486935201261,125007.543799919,0.03989686801549974,130202.20394608306,1072.947985992176,Male,nan,Société Générale,26,"Baccalauréat, brevet professionnel ou équivalent",Chauffeurs,2,Not Married,0643734453,27.855439057249747,0
2760,2014-08-18,1980-08-05,Ile-de-France,2014-06-18,7683.528370036097,0.3104578509590201,30,0.0022668928222992187,0.0,830122.9294837124,0.12004663466041254,943371.5037425368,3714.056297279679,Female,nan,Société Générale,34,"Baccalauréat, brevet professionnel ou équivalent",Anciens employés,2,Not Married,0664366532,33.787721310906406,0
2761,2016-09-29,1983-04-01,Occitanie,2016-05-03,2534.231482314823,0.2566691275563737,25,0.0020985793461037205,650.4589835916414,190090.965038401,0.07249542369019057,204948.81631172233,1598.0293471320406,Male,No,Caisse d'Epargne,33,"Baccalauréat, brevet professionnel ou équivalent",Ingénieurs et cadres techniques d'entreprise,2,Not Married,0617633106,41.10097343058999,1
2762,2015-01-23,1988-09-13,Grand Est,2014-09-12,1152.231002310023,0.3983655175771782,15,0.0023092837105365277,459.00909960370313,81199.36422775505,0.2099664886663759,102779.64549970247,615.9112262609126,Male,nan,Caisse d'Epargne,26,Aucun diplôme (ou CEP),"Anciens cadres, professions intellectuelles supérieures",0,Not Married,0673338757,40.92478232846861,1
2763,2013-04-21,1965-05-01,Hauts-de-France,2013-01-23,2567.2979829798296,0.2580738297582798,25,0.001720475954287786,662.5524225983116,194538.06693928866,0.12580291391981235,222533.4195651211,736.9054073037458,Female,nan,BNP Paribas,47,"Baccalauréat, brevet professionnel ou équivalent",Ouvriers qualifiés de type industriel,2,Not Married,0658035741,-7.167473921737717,0
2764,2016-07-25,1971-05-27,Auvergne-Rhone-Alpes,2016-06-17,1397.6233878060284,0.12756336687621736,16,0.002252295556004839,178.28554497348222,33618.28551615262,0.0824265754911232,36638.25108507966,1402.8776127872516,Male,nan,Société Générale,45,Bac+2,Ingénieurs et cadres techniques d'entreprise,1,Not Married,0674646622,61.04658114476064,1
2765,2012-05-13,1965-04-28,Hauts-de-France,2011-12-17,1000.0,0.21791337958992738,30,0.0017457141351871416,217.9133795899274,76424.56045657127,0.05752441186771018,81089.16710301467,281.35547734576295,Male,nan,BNP Paribas,47,Aucun diplôme (ou CEP),"Anciens cadres, professions intellectuelles supérieures",0,Married,0663273621,-25.075628041555497,0
2766,2017-08-31,1975-07-30,Ile-de-France,2017-07-25,2873.186486300072,0.36918973003738687,21,0.0023409699702441745,1060.7509432241916,260820.2669687316,0.2639816728890946,354366.53866015817,1145.7590630504762,Male,nan,HSBC,42,Bac+2,Techniciens,1,Not Married,0635736132,12.743633505849282,0
2767,2013-05-21,1964-07-06,Provence-Alpes-Cote Azure,2013-01-12,2120.4664429036816,0.3368774159401098,10,0.0019016353297017087,714.3372558731086,84903.90384924633,0.0698352836191326,91278.353558276,864.0941672287419,Female,nan,BNP Paribas,48,Brevet des collèges,Employés de commerce,3,Not Married,0654233827,5.653827783883003,0
2768,2013-11-25,1975-09-07,Auvergne-Rhone-Alpes,2013-07-03,2752.434950023498,0.14211339231468112,10,0.0019180109547546442,391.1578678733291,46487.98173602117,0.17225393427565105,56162.12949963125,1435.4814607853805,Male,nan,BNP Paribas,38,Superieur à Bac+2,Ouvriers qualifiés de type artisanal,5,Married,0631216845,-4.029021341517527,0
2769,2016-11-24,1982-04-18,Normandie,2016-11-15,1675.3751187511873,0.3223069563343812,20,0.0021174920135633166,539.9850552430477,126879.59283611666,0.16807048017547543,152512.43021509663,552.3069640458592,Female,nan,BNP Paribas,34,"Baccalauréat, brevet professionnel ou équivalent",Anciens employés,2,Married,0626062148,-5.637558341303844,0
2770,2018-06-24,1969-08-13,Ile-de-France,2018-04-13,7414.586643368485,0.3737063488733905,30,0.001625695578106142,2770.8781028986446,973517.5801948243,0.35367839673857604,1506243.2932495624,4133.861644858485,Male,nan,BNP Paribas,48,"Baccalauréat, brevet professionnel ou équivalent",Professions intermédiaires de la santé et du travail social,2,Married,0681353114,0.8690369635605819,0
2771,2014-02-14,1975-04-13,Occitanie,2013-09-24,1907.8076180761807,0.25723934887898126,20,0.0026774927911845272,490.76318946027686,114672.62315268168,0.08402970153248557,125192.51262244792,873.6872123273208,Female,nan,BNPP,38,Superieur à Bac+2,Anciens employés,5,Not Married,0604404823,18.029305889816158,0
2772,2017-08-14,1963-04-08,Bourgogne-Franche-Comte,2017-08-07,1275.9827348273482,0.20057899391450834,25,0.0029602513900455927,255.93533320395238,73999.49228405819,0.1030230805850415,82498.76968107875,814.048814593688,Male,nan,hsbc,54,Brevet des collèges,Chauffeurs,3,Not Married,0615616072,17.49843430704246,0
2773,2013-01-04,1972-09-03,Ile-de-France,2012-12-03,8841.30941812289,0.34111500511401943,15,0.0019520967956854294,3015.9033073776177,534948.8273979648,0.05353770046786388,565208.8072207478,2062.622122928364,Male,nan,Société Générale,40,"CAP, BEP ou équivalent",Professions intermédiaires administratives et commerciales des entreprises,4,Not Married,0681661832,5.2262501916113,0
2774,2012-10-09,1989-09-01,Ile-de-France,2012-07-23,4802.149594480342,0.37339277599376797,20,0.0016671140624911446,1793.0879678203619,423217.0005172315,0.08147473491896207,460757.0598288254,3844.786587517281,Male,nan,BNP Paribas,23,Bac+2,"Anciens artisans, commerçants, chefs d'entreprises",1,Not Married,0688861758,74.60062859199012,1
2775,2014-01-18,1990-05-14,Ile-de-France,2013-10-09,5049.286242163948,0.1046967959366631,25,0.001903448597281049,528.6440913216394,154866.95839087854,0.0,151009.38798919067,4364.690145728696,Male,nan,BPCE,23,"Baccalauréat, brevet professionnel ou équivalent",Agriculteurs exploitants,2,Not Married,0665702154,73.24363099639336,1
2776,2014-03-13,1991-11-20,Occitanie,2013-10-30,1766.0839358393584,0.17985299555006717,30,0.0028375889624251507,317.6354862535613,109604.45715761372,0.16816313205675837,131761.96124682022,595.793423834115,Female,nan,Crédit Agricole,22,"Baccalauréat, brevet professionnel ou équivalent",Ouvriers non qualifiés de type artisanal,2,Not Married,0632018377,19.46068554238041,0
2777,2012-12-27,1981-06-04,Grand Est,2012-08-10,1000.0,0.2044483282014022,20,0.00215670213156802,204.4483282014022,48020.18687278976,0.26255906579226107,65117.3329893596,1069.2309761913175,Male,Yes,Société Générale,31,Aucun diplôme (ou CEP),Employés administratifs d'entreprise,0,Married,0623470771,29.914195359066483,0
2778,2013-09-04,1976-03-20,Provence-Alpes-Cote Azure,2013-05-29,3055.3690905985986,0.37101060184822043,10,0.0031253844342587576,1133.574325171436,133908.01304845227,0.05058230635293626,141042.25563151468,1982.0990068358444,Female,nan,Société Générale,37,Bac+2,Employés administratifs d'entreprise,1,Not Married,0605867862,43.03360450366203,1
2779,2015-07-27,1974-11-03,Occitanie,2014-12-17,1608.9590945909458,0.18048753830255912,16,0.002352727649917571,290.39706621223417,54714.584773725015,0.0,52789.28370129845,981.4833969842434,Female,nan,Crédit Agricole,40,"CAP, BEP ou équivalent",Employés administratifs d'entreprise,4,Not Married,0607373821,28.538300127052935,0
2780,2015-11-17,1965-09-26,Normandie,2015-07-10,1681.4601096010958,0.11813439402233317,15,0.002720814847606058,198.63827112045138,35031.20513152214,0.009758339071562094,35376.42023531643,1487.104953650927,Male,nan,Société Générale,50,"CAP, BEP ou équivalent",Commerçants et assimilés,4,Not Married,0608526878,44.203494997989054,1
2781,2013-06-17,1983-02-08,Auvergne-Rhone-Alpes,2013-02-15,1614.2021337851272,0.21044779431429245,15,0.0028960256322403425,339.7052786325044,59830.78730202066,0.023123019462213845,61247.00294307567,1505.6477137390382,Male,nan,BNP Paribas,30,Superieur à Bac+2,Employés civils et agents de service de la fonction publique,5,Not Married,0658407502,71.71792568339505,1
2782,2015-06-30,1972-03-03,Grand Est,2015-04-17,1911.1803068030679,0.2780774476240221,10,0.0010621838924884644,531.4561416650926,63434.43800957709,0.0,59977.172452235376,1480.1722143654592,Male,nan,HSBC,43,"Baccalauréat, brevet professionnel ou équivalent",Ouvriers non qualifiés de type industriel,2,Not Married,0668138265,45.31161370517658,1
2783,2013-01-03,1987-07-14,Provence-Alpes-Cote Azure,2012-11-01,3349.91505019649,0.1741594978085791,30,0.0021657766973249087,0.0,203335.47053950158,0.1862794485655419,249883.66114270303,2671.11260669705,Female,nan,Credit Agricole,25,Aucun diplôme (ou CEP),Anciens ouvriers,0,Not Married,0616458561,64.38070847876561,1
2784,2013-08-19,1975-09-26,Provence-Alpes-Cote Azure,2013-05-17,1652.3645175479458,0.1888051135378071,15,0.001960960487963578,311.9748703414838,55333.17031750346,0.2667594697944917,75463.87309222393,1215.6622570557142,Female,nan,HSBC,37,"CAP, BEP ou équivalent",Anciennes professions intermédiaires,4,Not Married,0605161288,44.41501730293727,1
2785,2010-12-28,1990-10-14,Ile-de-France,2010-11-20,4415.380939323712,0.3224823080294158,10,0.0021676328563791157,1423.8822361422003,169012.204835838,0.06681043644313456,181112.40356315768,2808.072270831019,Male,Yes,hsbc,20,"CAP, BEP ou équivalent",Ouvriers qualifiés de type artisanal,4,Not Married,0634027347,59.09673378028049,1
2786,2017-04-20,1987-03-11,Ile-de-France,2017-01-22,1223.278878539342,0.2712467341075405,10,0.0014499939480564531,331.81040070653125,39527.59365318657,0.06663360548062636,42349.493066483126,419.04127467344847,Female,nan,BNP Paribas,30,Superieur à Bac+2,Anciennes professions intermédiaires,5,Not Married,0637644703,14.006727471861872,0
2787,2017-02-08,1987-12-04,Normandie,2016-10-11,1234.2368673686735,0.2611508529160408,25,0.0024349768869112976,322.3220106137514,93803.02173401721,0.07811621098583932,101751.46027280488,231.57540670861653,Female,nan,Crédit Agricole,29,Bac+2,Professions libérales,1,Married,0660027357,-10.155953751198606,0
2788,2012-01-23,1970-03-02,Ile-de-France,2011-11-15,3768.4085765552804,0.3897994887296192,30,0.0031580351571852744,1468.9237364655605,504471.83695672604,0.1573505244668345,598673.4123788946,1060.270221462431,Male,nan,Société Générale,41,"CAP, BEP ou équivalent",Agriculteurs exploitants,4,Married,0680833108,-10.266865441555076,0
2789,2012-08-07,1977-09-07,Normandie,2012-02-14,1964.742377423774,0.27245802632638183,10,0.0026263275232183006,535.3098303926847,63394.13046031591,0.14056265895747166,73762.36455285565,1806.633504798104,Male,nan,BNP Paribas,34,Bac+2,Ouvriers agricoles,1,Married,0640885628,22.741968403592125,0
2790,2012-06-07,1990-12-27,Ile-de-France,2012-02-14,8573.39822704543,0.33072683334448233,12,0.002562099210560201,2835.4528466319343,402050.07141093316,0.27627004119136656,555524.9807162426,3062.779190826037,Female,Yes,Credit Agricole,21,Superieur à Bac+2,Anciennes professions intermédiaires,5,Not Married,0654438625,35.956018391840956,0
2791,2013-07-03,1977-09-25,Nouvelle-Aquitaine,2013-06-19,1275.8883938839388,0.3317290503843071,25,0.0036261945848798985,423.2492452994778,121371.86272903117,0.0,110338.05702639197,881.7584630575651,Female,nan,Société Générale,35,"Baccalauréat, brevet professionnel ou équivalent",Élèves ou étudiants,2,Not Married,0608575483,45.7443917938495,1
2792,2010-09-27,1971-07-07,Auvergne-Rhone-Alpes,2010-07-18,2737.4377963057445,0.3769882531424229,21,0.0014522125499146434,1031.9818929153464,256118.73363822218,0.13799290507305118,297119.0552206848,1867.1530922553663,Male,nan,Crédit Agricole,39,Bac+2,Anciens employés,1,Not Married,0670040464,44.12892204297927,1
2793,2016-09-03,1963-11-13,Occitanie,2016-07-12,1244.7794677946779,0.20745128043847044,25,0.0023817685956094075,258.2310944575237,75200.76511394083,0.18584547281998653,92366.6977255702,814.4516431396256,Male,nan,HSBC,52,"CAP, BEP ou équivalent",Professions intermédiaires administratives et commerciales des entreprises,4,Not Married,0666026056,21.29503983514614,0
2794,2012-01-07,1984-12-12,Auvergne-Rhone-Alpes,2011-12-17,2470.555585190589,0.2247747912478929,20,0.0018613369088034916,555.3186159275306,130816.28483572717,0.13682643657197568,151552.70084524,1903.0649850581717,Male,nan,Crédit Agricole,27,Bac+2,Ouvriers qualifiés de type industriel,1,Not Married,0627513355,60.032231334143106,1
2795,2012-10-15,1987-01-08,Hauts-de-France,2012-05-08,2100.7348473484735,0.3894341320625476,21,0.0010759436598874001,818.0978519707013,203839.98525059983,0.3335905363307219,305877.98697852885,1584.5742340511438,Male,nan,BNP Paribas,25,Bac+2,Cadres administratifs et commerciaux d'entreprise,1,Not Married,0634576357,64.8838275052287,1
2796,2017-08-21,1970-10-01,Ile-de-France,2017-07-06,7851.387493346271,0.24082623748858026,15,0.0030939299492429534,1890.820109087478,332528.9217004526,0.0,326256.14258736203,5281.6215367401965,Male,nan,hsbc,46,"Baccalauréat, brevet professionnel ou équivalent",Ouvriers qualifiés de type industriel,2,Not Married,0610073361,38.852224632030655,0
2797,2016-07-21,1970-07-05,Occitanie,2016-05-01,1000.0,0.38247480770689113,21,0.003778532933199586,382.4748077068911,92644.82332023088,0.0,91368.90879757048,410.56937789567365,Male,nan,Société Générale,46,"CAP, BEP ou équivalent",Chauffeurs,4,Not Married,0601175635,7.850378724232634,0
2798,2018-10-31,1984-04-11,Provence-Alpes-Cote Azure,2018-08-24,3080.699888603996,0.19883580278301782,30,0.0025320185369273255,612.5534354841291,212330.3940794739,0.03023530461621171,218950.4269336628,2676.712639808593,Male,No,BNP Paribas,34,Superieur à Bac+2,Anciens ouvriers,5,Not Married,0610371807,62.91563396833206,1
2799,2013-05-28,1979-03-13,Ile-de-France,2013-04-29,7840.731791437015,0.34443872559238153,10,0.0024008305456485524,2700.6516659542363,320187.2169864297,0.0,315316.8992836372,3866.1140196103593,Male,Yes,hsbc,34,Bac+2,Chômeurs n'ayant jamais travaillé,1,Married,0686226610,11.330667484238532,0
2800,2012-07-25,1973-08-10,Auvergne-Rhone-Alpes,2012-03-15,1956.2527543466483,0.2777954600101559,25,0.002714719636470177,543.4381337898617,157604.9640565063,0.22803634117155636,204161.11853722823,804.1485724837182,Female,Yes,Caisse d'Epargne,38,"CAP, BEP ou équivalent",Anciens employés,4,Not Married,0655530552,14.021124401126535,0
2801,2015-05-03,1966-11-14,Hauts-de-France,2014-12-20,1000.0,0.3720013224305502,20,0.001718260724429186,372.00132243055015,87757.49623743062,0.12821932788970936,100664.65000307813,335.7973945010786,Male,nan,BNP Paribas,48,"CAP, BEP ou équivalent",Ingénieurs et cadres techniques d'entreprise,4,Married,0635513087,-18.730893898571033,0
2802,2015-07-21,1981-01-20,Nouvelle-Aquitaine,2015-03-16,1085.5083700837008,0.17677357967042562,30,0.00269544477214994,191.88920034190494,66353.71980789845,0.23359120285594326,86577.45064404106,484.90095250545437,Female,nan,Société Générale,34,Superieur à Bac+2,Cadres administratifs et commerciaux d'entreprise,5,Married,0617601388,-4.929592553616452,0
2803,2015-08-18,1968-04-14,Ile-de-France,2015-07-10,1088.4729519621822,0.3801067672473991,30,0.002394498253803549,413.7359350065786,143707.2134901483,0.06975302880333267,154482.86093883618,362.85826928116666,Female,nan,Société Générale,47,"Baccalauréat, brevet professionnel ou équivalent",?,2,Married,0646427764,-17.492660771541477,0
2804,2016-07-17,1972-10-12,Ile-de-France,2016-06-05,5022.240182073069,0.25385159239485244,18,0.0016327698696374424,1274.9036676086623,271353.67836450954,0.0,246685.16214955412,3652.783859016493,Male,nan,Caisse d'Epargne,43,"Baccalauréat, brevet professionnel ou équivalent",Chefs d'entreprise 10 salariés ou plus,2,Married,0623282005,7.6069514019097255,0
2805,2010-07-12,1979-11-10,Hauts-de-France,2010-06-01,1802.9476594765947,0.14054895948725174,20,0.0014575563956564877,0.0,59935.10830309158,0.13854503593288992,69574.27933333315,633.2270256559439,Male,nan,Société Générale,30,Aucun diplôme (ou CEP),Anciens ouvriers,0,Married,0615218874,-5.844206505240379,0
2806,2011-05-22,1969-02-04,Ile-de-France,2011-03-14,2243.144008270129,0.11155954658487882,19,0.001984813110821432,250.24412848720323,55988.68915727847,0.3589374118019759,87337.3211727395,1727.1170317430924,Male,nan,Credit Agricole,42,Superieur à Bac+2,Chauffeurs,5,Married,0680157867,2.803619644231759,0
2807,2013-10-18,1981-08-15,Hauts-de-France,2013-07-16,1000.0,0.26247037788204314,24,0.0018046651006468001,262.4703778820431,73972.39911052381,0.14184041194216013,86198.88437992733,414.95200437134844,Male,Yes,Crédit Agricole,32,"Baccalauréat, brevet professionnel ou équivalent",Anciennes professions intermédiaires,2,Married,0670378042,-2.059091741512752,0
2808,2013-05-25,1982-12-09,Ile-de-France,2013-05-09,8121.113189749139,0.33618303517472226,30,0.0012820528376108246,2730.1804811273355,964153.1938910541,0.08982716591840456,1059307.8125254388,5313.810468642821,Male,nan,BNP Paribas,30,Bac+2,Chauffeurs,1,Married,0675874103,23.514859499513648,0
2809,2016-08-18,1976-10-08,Provence-Alpes-Cote Azure,2016-04-24,1407.2131302505325,0.10464511148940597,30,0.0041590798899077104,147.25797490442295,49830.85831458106,0.0,46790.512952307225,582.947727528629,Male,nan,Crédit Agricole,39,Superieur à Bac+2,Élèves ou étudiants,5,Married,0606635075,-13.291411494910353,0
2810,2018-09-29,1967-06-05,Normandie,2018-06-25,1717.9936399363994,0.3999769328498627,30,0.0014906699083473208,687.1578267573324,241912.30888440475,0.2513189281917503,323117.9710475741,777.3118970872896,Female,nan,Société Générale,51,"CAP, BEP ou équivalent",Anciens employés,4,Not Married,0615535746,8.511009841471179,0
2811,2018-11-24,1974-02-25,Grand Est,2018-08-29,1008.4554045540455,0.22665050950727827,15,0.0026421116271133946,0.0,40333.0951088763,0.018235971739253287,41082.27022773362,601.8439252464565,Male,nan,BNP Paribas,44,Aucun diplôme (ou CEP),"Contremaîtres, agents de maîtrise",0,Married,0606253153,-6.030245731549023,0
2812,2016-08-09,1966-06-18,Occitanie,2016-08-04,1000.0,0.15304798456952312,20,0.002318207252754957,153.04798456952312,35889.62557697948,0.26372157171118005,48744.63816682818,1036.9050549933202,Male,nan,BNP Paribas,50,Aucun diplôme (ou CEP),Anciennes professions intermédiaires,0,Married,0637104356,7.755888990210224,0
2813,2016-04-18,1989-11-20,Grand Est,2015-10-09,1492.330103301033,0.14641595451082853,10,0.0022596534055860343,218.5009365200641,25923.676125574726,0.27565078956423417,35788.92025019139,947.6090957405437,Female,Yes,HSBC,26,Aucun diplôme (ou CEP),Anciens ouvriers,0,Not Married,0622464065,43.85978056685022,1
2814,2015-12-27,1989-06-30,Ile-de-France,2015-12-23,6702.845464196232,0.18268207442999462,21,0.0016031661919607735,1224.4897139830477,303415.02529984707,0.03143796268556842,313263.38800262846,3018.085071883072,Male,nan,Caisse d'Epargne,26,"Baccalauréat, brevet professionnel ou équivalent",Professions libérales,2,Not Married,0640721631,33.3497569612376,0
2815,2017-08-04,1971-05-26,Hauts-de-France,2016-12-26,1000.0,0.35134747682585343,16,0.0017679464370153038,351.34747682585345,66508.71120352845,0.0059697544720598295,66908.13634971938,724.4321430841114,Male,nan,Société Générale,46,"CAP, BEP ou équivalent",Ouvriers non qualifiés de type artisanal,4,Married,0652666201,2.0812281624397073,0
2816,2010-08-23,1967-07-03,Grand Est,2010-03-04,1000.0,0.13383303693625737,15,0.0027029792692603322,133.83303693625737,23605.51579787886,0.0,22582.977906751752,1073.2345243313393,Male,nan,Crédit Agricole,43,Superieur à Bac+2,Anciens ouvriers,5,Married,0625413050,15.995914028113212,0
